GUEST,,,
GuestShowDateTime,Club,MetricToShow,Sum of Number_Guest
45865,PCH,Media,1
45865,PCH,OL,5
45865,PCH,PNS,2
45865,PCH,Sales,6
45865,PCH,TM,3
45865,PCO,Media,1
45865,PCO,Sales,5
45865,PPC,Sales,5
45865,RCC,OL,2
45865,RCC,PNS,1
45865,RCC,Sales,2
45865,RCC,TM,5
45865,SCC,Sales,12
45865,SCT,OL,7
45865,SCT,Sales,13
45865,SCT,TM,4
45865,TCM,OL,5
45865,TCM,PNS,1
45865,TCM,Sales,2
45865,TCM,TM,2
45865,TDC,Media,9
45865,TDC,OL,2
45865,TDC,Sales,4
45865,TDC,TM,5
45865,TDU,Media,4
45865,TDU,OL,1
45865,TDU,Sales,5
45865,TDU,TM,5
45865,TTC,OL,1
45865,TTC,Sales,4
45865,VSC,OL,9
45865,VSC,Sales,8
45865,VTC,OL,5
45865,VTC,PNS,1
45865,VTC,Sales,1
45865,VVO,Media,2
45865,VVO,OL,1
45865,VVO,Sales,9
45865,VVO,TM,3
45865,WPC,OL,2
45865,WPC,Sales,4
45866,AMU,OL,7
45866,AMU,PNS,3
45866,AMU,Sales,18
45866,AMU,TM,1
45866,AMY,Media,5
45866,AMY,OL,4
45866,AMY,Sales,11
45866,BDS,Media,1
45866,BDS,OL,8
45866,BDS,Sales,5
45866,BDS,TM,4
45866,CPT,OL,3
45866,CPT,Sales,10
45866,CPT,TM,4
45866,CTC,Media,2
45866,CTC,OL,2
45866,CTC,Sales,6
45866,CTC,TM,3
45866,CVC,OL,4
45866,CVC,Sales,4
45866,CVC,TM,1
45866,DNG,Media,1
45866,DNG,OL,9
45866,DNG,PNS,1
45866,DNG,Sales,17
45866,DNG,TM,2
45866,FDC,Media,1
45866,FDC,OL,1
45866,FDC,PNS,1
45866,FDC,Sales,6
45866,FDC,TM,2
45866,GDC,OL,4
45866,GDC,PNS,1
45866,GDC,Sales,6
45866,GDC,TM,1
45866,GMC,Sales,3
45866,GMC,TM,11
45866,GVC,OL,1
45866,GVC,PNS,2
45866,GVC,Sales,5
45866,GVC,TM,2
45866,HDC,OL,2
45866,HDC,Sales,3
45866,HDY,OL,8
45866,HDY,PNS,1
45866,HDY,Sales,4
45866,HDY,TM,2
45866,HVP,Media,2
45866,HVP,OL,2
45866,HVP,PNS,1
45866,HVP,Sales,13
45866,HVP,TM,1
45866,JVJ,Media,1
45866,JVJ,OL,1
45866,JVJ,Sales,1
45866,LMC,Media,1
45866,LMC,Sales,10
45866,LTC,Media,2
45866,LTC,OL,2
45866,LTC,Sales,3
45866,LTC,TM,2
45866,MAC,OL,8
45866,MAC,PNS,1
45866,MAC,Sales,4
45866,MAC,TM,1
45866,MPC,LWT (Live Well Together),1
45866,MPC,OL,2
45866,MPC,PNS,1
45866,MPC,Sales,10
45866,NTC,Media,2
45866,NTC,OL,6
45866,NTC,Sales,15
45866,NTC,TM,2
45866,PBH,OL,2
45866,PBH,Sales,2
45866,PBH,TM,2
45866,PCH,OL,8
45866,PCH,Sales,6
45866,PCH,TM,2
45866,PCO,Media,2
45866,PCO,PNS,1
45866,PCO,TM,2
45866,PPC,OL,1
45866,PPC,Sales,9
45866,PPC,TM,1
45866,RCC,OL,2
45866,RCC,PNS,2
45866,RCC,Sales,4
45866,RCC,TM,5
45866,SCC,Media,1
45866,SCC,OL,3
45866,SCC,PNS,1
45866,SCC,Sales,20
45866,SCT,OL,2
45866,SCT,PNS,2
45866,SCT,Sales,8
45866,TCM,Media,4
45866,TCM,OL,4
45866,TCM,Sales,6
45866,TCM,TM,3
45866,TDC,OL,4
45866,TDC,Sales,6
45866,TDC,TM,1
45866,TDU,Media,1
45866,TDU,OL,3
45866,TDU,Sales,8
45866,TDY,OL,1
45866,TTC,Sales,5
45866,VMC,OL,1
45866,VMC,Sales,1
45866,VMC,TM,1
45866,VSC,LWT (Live Well Together),1
45866,VSC,OL,3
45866,VSC,PNS,2
45866,VSC,Sales,10
45866,VSC,TM,2
45866,VTC,Media,1
45866,VTC,OL,11
45866,VTC,Sales,6
45866,VVO,Media,1
45866,VVO,OL,1
45866,VVO,Sales,8
45866,VVO,TM,5
45866,WPC,OL,1
45866,WPC,Sales,12
45867,AMU,Media,2
45867,AMU,OL,9
45867,AMU,Sales,31
45867,AMU,TM,2
45867,AMY,Media,1
45867,AMY,OL,3
45867,AMY,Sales,8
45867,BDS,Media,3
45867,BDS,OL,4
45867,BDS,Sales,3
45867,BDS,TM,1
45867,CPT,OL,5
45867,CPT,Sales,8
45867,CPT,TM,2
45867,CTC,Media,3
45867,CTC,OL,2
45867,CTC,PNS,1
45867,CTC,Sales,9
45867,CTC,TM,4
45867,CVC,Media,1
45867,CVC,OL,5
45867,CVC,PNS,2
45867,CVC,TM,1
45867,DNG,Media,2
45867,DNG,OL,5
45867,DNG,Sales,4
45867,DNG,TM,8
45867,FDC,OL,3
45867,FDC,Sales,7
45867,FDC,TM,3
45867,GDC,OL,8
45867,GDC,PNS,1
45867,GDC,Sales,3
45867,GDC,TM,2
45867,GMC,OL,3
45867,GMC,PNS,1
45867,GMC,Sales,2
45867,GMC,TM,11
45867,GVC,OL,3
45867,GVC,PNS,1
45867,GVC,Sales,4
45867,HDC,Sales,2
45867,HDC,TM,6
45867,HDY,Media,2
45867,HDY,OL,5
45867,HDY,PNS,2
45867,HDY,Sales,2
45867,HDY,TM,1
45867,HVP,Media,3
45867,HVP,OL,2
45867,HVP,Sales,12
45867,HVP,TM,3
45867,JVJ,OL,2
45867,LMC,OL,1
45867,LMC,Sales,7
45867,LMC,TM,4
45867,LTC,Media,3
45867,LTC,OL,6
45867,LTC,Sales,8
45867,LTC,TM,2
45867,MAC,OL,3
45867,MAC,PNS,2
45867,MAC,Sales,1
45867,MAC,TM,3
45867,MPC,LWT (Live Well Together),1
45867,MPC,OL,7
45867,MPC,Sales,8
45867,NTC,OL,7
45867,NTC,PNS,3
45867,NTC,Sales,11
45867,NTC,TM,1
45867,PBH,OL,3
45867,PBH,Sales,5
45867,PBH,TM,3
45867,PCH,Media,4
45867,PCH,OL,14
45867,PCH,PNS,3
45867,PCH,Sales,5
45867,PCH,TM,1
45867,PCO,Media,1
45867,PCO,OL,5
45867,PCO,PNS,2
45867,PCO,Sales,11
45867,PCO,TM,1
45867,PPC,OL,2
45867,PPC,Sales,2
45867,RCC,OL,11
45867,RCC,Sales,3
45867,RCC,TM,1
45867,SCC,OL,1
45867,SCC,Sales,11
45867,SCT,OL,19
45867,SCT,PNS,3
45867,SCT,Sales,7
45867,SCT,TM,1
45867,TCM,OL,2
45867,TCM,PNS,3
45867,TCM,Sales,4
45867,TCM,TM,1
45867,TDC,Media,1
45867,TDC,OL,1
45867,TDC,PNS,1
45867,TDC,Sales,7
45867,TDU,Media,1
45867,TDU,OL,2
45867,TDU,Sales,9
45867,TTC,Media,3
45867,TTC,Sales,4
45867,VSC,OL,2
45867,VSC,Sales,13
45867,VSC,TM,1
45867,VTC,Media,4
45867,VTC,OL,4
45867,VTC,Sales,9
45867,VTC,TM,1
45867,VVO,LWT (Live Well Together),1
45867,VVO,PNS,1
45867,VVO,Sales,5
45867,VVO,TM,1
45867,WPC,OL,5
45867,WPC,PNS,1
45867,WPC,Sales,8
45867,WPC,TM,3
45868,AMU,Media,1
45868,AMU,OL,4
45868,AMU,Sales,2
45868,AMU,TM,2
45868,AMY,Media,2
45868,AMY,Sales,16
45868,AMY,TM,2
45868,BDS,OL,4
45868,BDS,Sales,6
45868,CPT,OL,1
45868,CPT,Sales,2
45868,CPT,TM,2
45868,CTC,OL,1
45868,CTC,Sales,3
45868,CTC,TM,1
45868,CVC,Media,3
45868,CVC,OL,5
45868,CVC,PNS,4
45868,CVC,Sales,4
45868,CVC,TM,5
45868,DNG,OL,5
45868,DNG,Sales,4
45868,DNG,TM,3
45868,FDC,OL,6
45868,FDC,PNS,1
45868,FDC,Sales,4
45868,FDC,TM,3
45868,GDC,Media,2
45868,GDC,OL,7
45868,GDC,Sales,2
45868,GMC,OL,5
45868,GMC,Sales,3
45868,GMC,TM,1
45868,GVC,Media,2
45868,GVC,OL,8
45868,GVC,PNS,1
45868,GVC,Sales,2
45868,GVC,TM,3
45868,HDC,OL,2
45868,HDC,Sales,2
45868,HDY,Media,1
45868,HDY,OL,11
45868,HDY,Sales,5
45868,HDY,TM,2
45868,HVP,Media,2
45868,HVP,OL,1
45868,HVP,PNS,1
45868,HVP,Sales,13
45868,HVP,TM,1
45868,JVJ,Media,1
45868,LMC,Media,2
45868,LMC,OL,4
45868,LMC,Sales,7
45868,LMC,TM,9
45868,LTC,OL,2
45868,LTC,Sales,4
45868,MAC,OL,2
45868,MAC,PNS,1
45868,MAC,TM,13
45868,MPC,OL,8
45868,MPC,Sales,26
45868,MPC,TM,2
45868,NTC,Media,3
45868,NTC,OL,4
45868,NTC,PNS,1
45868,NTC,Sales,14
45868,NTC,TM,1
45868,PBH,OL,8
45868,PBH,Sales,4
45868,PCH,OL,13
45868,PCH,PNS,3
45868,PCH,Sales,4
45868,PCO,LWT (Live Well Together),1
45868,PCO,OL,2
45868,PCO,PNS,1
45868,PCO,Sales,16
45868,PCO,TM,3
45868,PPC,Media,2
45868,PPC,OL,2
45868,PPC,Sales,7
45868,RCC,OL,9
45868,RCC,PNS,4
45868,RCC,Sales,6
45868,RCC,TM,3
45868,SCC,OL,5
45868,SCC,Sales,16
45868,SCT,OL,11
45868,SCT,PNS,1
45868,SCT,Sales,9
45868,SCT,TM,2
45868,TCM,Media,2
45868,TCM,OL,1
45868,TCM,PNS,1
45868,TCM,Sales,17
45868,TDC,OL,4
45868,TDC,Sales,3
45868,TDC,TM,1
45868,TDU,Media,3
45868,TDU,OL,3
45868,TDU,Sales,7
45868,TTC,Media,1
45868,TTC,Sales,2
45868,TTC,TM,2
45868,VSC,OL,2
45868,VSC,Sales,13
45868,VSC,TM,3
45868,VTC,Media,1
45868,VTC,OL,4
45868,VTC,PNS,1
45868,VTC,Sales,5
45868,VVO,LWT (Live Well Together),1
45868,VVO,OL,3
45868,VVO,Sales,8
45868,VVO,TM,3
45868,WPC,OL,2
45868,WPC,Sales,3
45868,WPC,TM,1
45869,AMU,OL,7
45869,AMU,PNS,3
45869,AMU,Sales,50
45869,AMY,Media,1
45869,AMY,OL,5
45869,AMY,Sales,21
45869,AMY,TM,2
45869,BDS,OL,4
45869,BDS,Sales,5
45869,BDS,TM,2
45869,CPT,Media,3
45869,CPT,OL,5
45869,CPT,PNS,1
45869,CPT,Sales,8
45869,CTC,LWT (Live Well Together),1
45869,CTC,OL,3
45869,CTC,PNS,2
45869,CTC,Sales,7
45869,CTC,TM,4
45869,CVC,Media,5
45869,CVC,OL,3
45869,CVC,PNS,1
45869,CVC,Sales,1
45869,DNG,OL,12
45869,DNG,Sales,8
45869,DNG,TM,9
45869,FDC,Media,1
45869,FDC,OL,8
45869,FDC,PNS,1
45869,FDC,Sales,8
45869,FDC,TM,3
45869,GDC,OL,9
45869,GDC,Sales,2
45869,GDC,TM,2
45869,GMC,OL,1
45869,GMC,PNS,2
45869,GMC,Sales,8
45869,GMC,TM,5
45869,GVC,Media,5
45869,GVC,OL,2
45869,GVC,Sales,4
45869,GVC,TM,1
45869,HDC,OL,4
45869,HDC,PNS,2
45869,HDC,Sales,8
45869,HDC,TM,1
45869,HDY,OL,8
45869,HDY,PNS,1
45869,HDY,Sales,5
45869,HVP,OL,2
45869,HVP,Sales,8
45869,HVP,TM,4
45869,JVJ,OL,1
45869,JVJ,TM,2
45869,LMC,OL,1
45869,LMC,Sales,11
45869,LMC,TM,5
45869,LTC,OL,1
45869,LTC,Sales,10
45869,LTC,TM,1
45869,MAC,LWT (Live Well Together),5
45869,MAC,OL,6
45869,MAC,PNS,1
45869,MAC,TM,1
45869,MPC,OL,7
45869,MPC,Sales,4
45869,MPC,TM,1
45869,NTC,Media,1
45869,NTC,OL,4
45869,NTC,Sales,15
45869,NTC,TM,5
45869,PBH,Media,1
45869,PBH,OL,10
45869,PBH,PNS,3
45869,PBH,Sales,5
45869,PBH,TM,1
45869,PCH,Media,1
45869,PCH,OL,21
45869,PCH,PNS,3
45869,PCH,Sales,3
45869,PCH,TM,3
45869,PCO,PNS,1
45869,PCO,Sales,30
45869,PCO,TM,2
45869,PPC,OL,2
45869,PPC,Sales,8
45869,PPC,TM,3
45869,RCC,OL,9
45869,RCC,PNS,2
45869,RCC,Sales,1
45869,RCC,TM,1
45869,SCC,Media,1
45869,SCC,PNS,1
45869,SCC,Sales,29
45869,SCT,OL,6
45869,SCT,Sales,5
45869,SCT,TM,2
45869,TCM,LWT (Live Well Together),1
45869,TCM,OL,3
45869,TCM,PNS,1
45869,TCM,Sales,9
45869,TCM,TM,3
45869,TDC,Media,1
45869,TDC,OL,3
45869,TDC,Sales,3
45869,TDC,TM,5
45869,TDU,Media,2
45869,TDU,OL,2
45869,TDU,Sales,6
45869,TDU,TM,2
45869,TTC,Sales,6
45869,TTC,TM,2
45869,VSC,Media,1
45869,VSC,OL,3
45869,VSC,Sales,20
45869,VSC,TM,1
45869,VTC,Media,3
45869,VTC,OL,4
45869,VTC,PNS,1
45869,VTC,Sales,2
45869,VVO,OL,7
45869,VVO,Sales,7
45869,VVO,TM,1
45869,WPC,OL,7
45869,WPC,PNS,4
45870,AMU,Media,2
45870,AMU,OL,2
45870,AMU,Sales,4
45870,AMY,Media,1
45870,AMY,OL,3
45870,AMY,Sales,2
45870,BDS,Sales,3
45870,BDS,TM,1
45870,CPT,Media,2
45870,CPT,OL,5
45870,CPT,Sales,3
45870,CPT,TM,1
45870,CTC,PNS,1
45870,CTC,Sales,2
45870,CTC,TM,2
45870,CVC,OL,5
45870,CVC,Sales,1
45870,CVC,TM,1
45870,DNG,Media,1
45870,DNG,OL,8
45870,DNG,Sales,10
45870,DNG,TM,3
45870,FDC,Media,1
45870,FDC,Sales,7
45870,FDC,TM,2
45870,GDC,Sales,1
45870,GDC,TM,3
45870,GMC,OL,3
45870,GMC,TM,2
45870,GVC,OL,3
45870,GVC,PNS,3
45870,GVC,Sales,2
45870,HDC,OL,1
45870,HDC,Sales,3
45870,HDY,Media,2
45870,HDY,OL,1
45870,HDY,PNS,1
45870,HDY,Sales,1
45870,HVP,Media,4
45870,HVP,OL,3
45870,HVP,PNS,1
45870,HVP,Sales,5
45870,LMC,Media,2
45870,LMC,OL,1
45870,LMC,Sales,6
45870,LMC,TM,2
45870,LTC,OL,1
45870,LTC,Sales,4
45870,MAC,OL,2
45870,MAC,PNS,1
45870,MAC,Sales,4
45870,MPC,OL,9
45870,MPC,PNS,1
45870,MPC,Sales,4
45870,MPC,TM,1
45870,NTC,Media,2
45870,NTC,OL,6
45870,NTC,Sales,3
45870,NTC,TM,3
45870,PBH,OL,2
45870,PBH,Sales,5
45870,PBH,TM,1
45870,PCH,OL,7
45870,PCH,Sales,4
45870,PCH,TM,2
45870,PCO,OL,2
45870,PCO,Sales,12
45870,PPC,OL,3
45870,PPC,Sales,4
45870,PPC,TM,2
45870,RCC,OL,2
45870,RCC,Sales,1
45870,SCC,Media,1
45870,SCC,OL,2
45870,SCC,Sales,18
45870,SCC,TM,1
45870,SCT,OL,8
45870,SCT,Sales,4
45870,SCT,TM,3
45870,TCM,OL,7
45870,TCM,PNS,1
45870,TCM,Sales,11
45870,TDC,Media,2
45870,TDC,OL,2
45870,TDC,Sales,4
45870,TDU,Media,1
45870,TDU,OL,1
45870,TDU,Sales,6
45870,TTC,Media,1
45870,TTC,Sales,3
45870,VSC,OL,2
45870,VSC,PNS,1
45870,VSC,Sales,8
45870,VSC,TM,2
45870,VTC,OL,2
45870,VTC,PNS,1
45870,VTC,Sales,3
45870,VTC,TM,1
45870,VVO,OL,1
45870,VVO,Sales,9
45870,VVO,TM,3
45870,WPC,OL,2
45870,WPC,Sales,4
45870,WPC,TM,1
45871,AMU,LWT (Live Well Together),1
45871,AMU,Media,1
45871,AMU,OL,4
45871,AMU,PNS,1
45871,AMU,Sales,3
45871,AMU,TM,2
45871,AMY,Media,3
45871,AMY,Sales,3
45871,BDS,PNS,1
45871,BDS,Sales,4
45871,BDS,TM,2
45871,CPT,OL,1
45871,CTC,OL,1
45871,CTC,PNS,1
45871,CTC,Sales,6
45871,CTC,TM,1
45871,CVC,Media,2
45871,CVC,OL,1
45871,DNG,Media,2
45871,DNG,OL,7
45871,DNG,PNS,4
45871,DNG,Sales,1
45871,DNG,TM,1
45871,EST,Sales,1
45871,FDC,Media,1
45871,FDC,OL,3
45871,FDC,Sales,7
45871,GDC,LWT (Live Well Together),3
45871,GDC,Sales,1
45871,GDC,TM,1
45871,GMC,Sales,2
45871,GMC,TM,1
45871,GVC,OL,6
45871,HDC,OL,4
45871,HDC,Sales,7
45871,HDC,TM,1
45871,HDY,Sales,3
45871,HDY,TM,2
45871,HVP,Sales,11
45871,JVJ,Sales,1
45871,LMC,Media,1
45871,LMC,OL,1
45871,LMC,Sales,10
45871,LTC,OL,3
45871,MAC,LWT (Live Well Together),1
45871,MAC,OL,6
45871,MAC,PNS,1
45871,MAC,Sales,2
45871,MAC,TM,1
45871,MPC,OL,4
45871,MPC,PNS,1
45871,MPC,Sales,1
45871,NTC,Media,1
45871,NTC,OL,4
45871,NTC,PNS,1
45871,NTC,Sales,2
45871,PBH,OL,3
45871,PBH,Sales,3
45871,PBH,TM,2
45871,PCH,OL,2
45871,PCH,Sales,2
45871,PCO,OL,2
45871,PCO,Sales,8
45871,PPC,Media,2
45871,PPC,OL,1
45871,PPC,Sales,8
45871,RCC,OL,3
45871,RCC,PNS,1
45871,RCC,Sales,4
45871,SCC,OL,1
45871,SCC,Sales,7
45871,SCT,OL,4
45871,SCT,Sales,5
45871,SCT,TM,5
45871,TCM,Media,1
45871,TCM,OL,3
45871,TCM,Sales,2
45871,TCM,TM,3
45871,TDC,Media,2
45871,TDC,OL,7
45871,TDC,Sales,5
45871,TDU,Media,4
45871,TDU,Sales,6
45871,TTC,Sales,2
45871,VSC,OL,4
45871,VSC,PNS,3
45871,VSC,Sales,8
45871,VTC,OL,5
45871,VTC,Sales,8
45871,VVO,OL,1
45871,VVO,Sales,17
45871,VVO,TM,1
45871,WPC,Sales,4
45871,WPC,TM,1
45872,AMU,OL,1
45872,AMU,Sales,7
45872,AMY,Media,2
45872,AMY,Sales,4
45872,BDS,Sales,4
45872,CPT,OL,3
45872,CPT,Sales,3
45872,CTC,OL,3
45872,CTC,Sales,5
45872,CTC,TM,1
45872,CVC,Media,4
45872,CVC,OL,1
45872,CVC,Sales,6
45872,DNG,Media,2
45872,DNG,OL,6
45872,DNG,PNS,2
45872,DNG,TM,1
45872,FDC,Media,1
45872,FDC,Sales,3
45872,FDC,TM,4
45872,GDC,Media,1
45872,GDC,OL,3
45872,GMC,Media,2
45872,GMC,Sales,4
45872,GMC,TM,1
45872,GVC,Sales,3
45872,GVC,TM,1
45872,HDC,OL,1
45872,HDC,Sales,4
45872,HDY,OL,2
45872,HDY,PNS,1
45872,HDY,Sales,1
45872,HVP,OL,3
45872,HVP,Sales,6
45872,HVP,TM,1
45872,JVJ,OL,1
45872,JVJ,TM,2
45872,LMC,Media,2
45872,LMC,OL,5
45872,LMC,Sales,4
45872,LTC,Media,3
45872,LTC,Sales,3
45872,MAC,OL,2
45872,MAC,PNS,1
45872,MAC,Sales,1
45872,MPC,OL,5
45872,MPC,PNS,2
45872,MPC,Sales,4
45872,MPC,TM,1
45872,NTC,Media,1
45872,NTC,OL,3
45872,NTC,PNS,2
45872,NTC,Sales,5
45872,PBH,OL,3
45872,PBH,PNS,2
45872,PBH,Sales,4
45872,PCH,OL,8
45872,PCH,Sales,5
45872,PCO,OL,3
45872,PCO,Sales,5
45872,PCO,TM,1
45872,PPC,Media,1
45872,PPC,OL,2
45872,PPC,Sales,4
45872,RCC,OL,8
45872,RCC,PNS,1
45872,RCC,Sales,4
45872,SCC,Media,2
45872,SCC,Sales,10
45872,SCT,OL,11
45872,SCT,PNS,2
45872,SCT,Sales,5
45872,TCM,Media,2
45872,TCM,OL,3
45872,TCM,Sales,7
45872,TCM,TM,1
45872,TDC,OL,1
45872,TDC,Sales,6
45872,TDU,OL,3
45872,TDU,Sales,5
45872,TTC,Media,1
45872,TTC,Sales,2
45872,VSC,OL,11
45872,VSC,Sales,12
45872,VTC,OL,1
45872,VTC,Sales,5
45872,VVO,Media,2
45872,VVO,PNS,1
45872,VVO,Sales,13
45872,WPC,OL,2
45872,WPC,PNS,1
45872,WPC,Sales,3
45873,AMU,Media,1
45873,AMU,OL,5
45873,AMU,PNS,2
45873,AMU,Sales,5
45873,AMY,Media,1
45873,AMY,OL,2
45873,AMY,Sales,8
45873,AMY,TM,1
45873,BDS,OL,5
45873,BDS,Sales,4
45873,CPT,Media,2
45873,CPT,OL,6
45873,CPT,PNS,2
45873,CPT,Sales,5
45873,CTC,OL,2
45873,CTC,PNS,2
45873,CTC,Sales,11
45873,CVC,Media,3
45873,CVC,OL,2
45873,CVC,Sales,2
45873,DNG,Media,4
45873,DNG,OL,10
45873,DNG,PNS,2
45873,DNG,Sales,7
45873,FDC,OL,2
45873,FDC,Sales,3
45873,FDC,TM,19
45873,GDC,Media,1
45873,GDC,OL,1
45873,GDC,Sales,2
45873,GMC,Media,2
45873,GMC,OL,1
45873,GMC,Sales,5
45873,GVC,OL,1
45873,GVC,Sales,3
45873,GVC,TM,2
45873,HDC,OL,1
45873,HDC,Sales,5
45873,HDC,TM,2
45873,HDY,Media,2
45873,HDY,Sales,7
45873,HVP,Media,1
45873,HVP,OL,4
45873,HVP,PNS,3
45873,HVP,Sales,2
45873,HVP,TM,3
45873,JVJ,Media,1
45873,JVJ,OL,1
45873,LMC,Media,3
45873,LMC,OL,1
45873,LMC,Sales,4
45873,LMC,TM,8
45873,LTC,Media,4
45873,LTC,OL,4
45873,LTC,Sales,3
45873,MAC,OL,9
45873,MAC,PNS,2
45873,MAC,Sales,3
45873,MAC,TM,1
45873,MPC,OL,3
45873,MPC,Sales,1
45873,NTC,OL,4
45873,NTC,Sales,7
45873,PBH,OL,5
45873,PBH,Sales,4
45873,PBH,TM,1
45873,PCH,OL,11
45873,PCH,Sales,2
45873,PCH,TM,3
45873,PCO,LWT (Live Well Together),1
45873,PCO,Media,1
45873,PCO,OL,3
45873,PCO,Sales,10
45873,PCO,TM,1
45873,PPC,Media,1
45873,PPC,OL,7
45873,PPC,Sales,4
45873,PPC,TM,1
45873,RCC,OL,2
45873,RCC,PNS,1
45873,RCC,Sales,1
45873,SCC,Media,3
45873,SCC,PNS,3
45873,SCC,Sales,2
45873,SCC,TM,3
45873,SCT,OL,7
45873,SCT,Sales,4
45873,SCT,TM,1
45873,TCM,OL,7
45873,TDC,OL,2
45873,TDC,Sales,9
45873,TDU,Media,4
45873,TDU,Sales,4
45873,TDU,TM,2
45873,TTC,Media,1
45873,VSC,OL,1
45873,VSC,Sales,6
45873,VTC,OL,5
45873,VTC,Sales,9
45873,VVO,OL,3
45873,VVO,Sales,19
45873,VVO,TM,1
45873,WPC,OL,4
45873,WPC,Sales,7
45873,WPC,TM,2
45874,AMU,Media,1
45874,AMU,PNS,1
45874,AMU,Sales,6
45874,AMY,OL,4
45874,AMY,Sales,5
45874,BDS,Media,1
45874,BDS,OL,8
45874,BDS,Sales,8
45874,CPT,Media,1
45874,CPT,OL,9
45874,CPT,Sales,4
45874,CTC,OL,2
45874,CTC,Sales,13
45874,CTC,TM,2
45874,CVC,Media,3
45874,CVC,OL,7
45874,CVC,Sales,2
45874,DNG,OL,9
45874,DNG,Sales,7
45874,DNG,TM,1
45874,FDC,OL,3
45874,FDC,Sales,6
45874,FDC,TM,15
45874,GDC,Sales,2
45874,GMC,OL,1
45874,GMC,Sales,6
45874,GMC,TM,2
45874,GVC,OL,4
45874,GVC,Sales,3
45874,HDC,Media,1
45874,HDC,OL,1
45874,HDC,Sales,16
45874,HDC,TM,1
45874,HDY,OL,4
45874,HDY,PNS,1
45874,HDY,Sales,2
45874,HDY,TM,2
45874,HVP,OL,3
45874,HVP,PNS,1
45874,HVP,Sales,3
45874,HVP,TM,2
45874,JVJ,OL,1
45874,JVJ,Sales,2
45874,LMC,OL,2
45874,LMC,PNS,1
45874,LMC,Sales,5
45874,LTC,PNS,2
45874,LTC,Sales,3
45874,MAC,OL,12
45874,MAC,Sales,1
45874,MPC,OL,1
45874,MPC,Sales,3
45874,MPC,TM,1
45874,NTC,Media,4
45874,NTC,OL,1
45874,NTC,PNS,1
45874,NTC,Sales,10
45874,PBH,OL,3
45874,PBH,Sales,4
45874,PBH,TM,1
45874,PCH,OL,7
45874,PCH,PNS,2
45874,PCH,Sales,8
45874,PCO,OL,1
45874,PCO,Sales,15
45874,PCO,TM,1
45874,PPC,PNS,1
45874,PPC,Sales,7
45874,RCC,OL,4
45874,RCC,PNS,3
45874,RCC,Sales,12
45874,RCC,TM,1
45874,SCC,LWT (Live Well Together),1
45874,SCC,OL,3
45874,SCC,PNS,1
45874,SCC,Sales,10
45874,SCT,OL,3
45874,SCT,Sales,4
45874,SCT,TM,1
45874,TCM,Media,2
45874,TCM,OL,2
45874,TCM,PNS,1
45874,TCM,Sales,2
45874,TCM,TM,1
45874,TDC,OL,2
45874,TDC,PNS,2
45874,TDC,Sales,4
45874,TDU,Media,1
45874,TDU,OL,5
45874,TDU,PNS,2
45874,TDU,Sales,8
45874,TTC,Sales,1
45874,VMC,PNS,1
45874,VSC,OL,1
45874,VSC,PNS,1
45874,VSC,Sales,5
45874,VTC,OL,5
45874,VTC,Sales,4
45874,VVO,Sales,11
45874,VVO,TM,1
45874,WPC,Media,1
45874,WPC,OL,3
45874,WPC,PNS,3
45874,WPC,Sales,14
45875,AMU,OL,3
45875,AMU,PNS,1
45875,AMU,Sales,1
45875,AMY,Media,1
45875,AMY,OL,7
45875,AMY,Sales,5
45875,BDS,OL,1
45875,BDS,Sales,3
45875,CPT,OL,7
45875,CPT,Sales,5
45875,CTC,Media,1
45875,CTC,OL,2
45875,CTC,Sales,10
45875,CTC,TM,1
45875,CVC,Media,2
45875,CVC,OL,4
45875,CVC,Sales,1
45875,DNG,Media,1
45875,DNG,OL,10
45875,DNG,Sales,13
45875,FDC,OL,1
45875,FDC,Sales,9
45875,FDC,TM,29
45875,GDC,OL,3
45875,GDC,Sales,4
45875,GDC,TM,1
45875,GMC,OL,1
45875,GMC,Sales,5
45875,GMC,TM,1
45875,GVC,OL,4
45875,GVC,Sales,1
45875,GVC,TM,2
45875,HDC,OL,2
45875,HDC,Sales,6
45875,HDY,Media,3
45875,HDY,OL,6
45875,HDY,PNS,2
45875,HDY,Sales,2
45875,HVP,OL,1
45875,HVP,Sales,4
45875,LMC,Media,1
45875,LMC,OL,1
45875,LMC,Sales,3
45875,LTC,OL,2
45875,LTC,Sales,7
45875,LTC,TM,3
45875,MAC,OL,7
45875,MAC,PNS,2
45875,MAC,Sales,4
45875,MPC,OL,4
45875,MPC,Sales,21
45875,NTC,Media,1
45875,NTC,OL,2
45875,NTC,Sales,9
45875,NTC,TM,3
45875,PBH,Media,1
45875,PBH,OL,2
45875,PBH,Sales,3
45875,PBH,TM,4
45875,PCH,OL,15
45875,PCH,PNS,1
45875,PCH,Sales,8
45875,PCH,TM,1
45875,PCO,Media,1
45875,PCO,OL,1
45875,PCO,Sales,9
45875,PPC,Media,1
45875,PPC,Sales,7
45875,RCC,OL,5
45875,RCC,Sales,3
45875,SCC,OL,1
45875,SCC,Sales,16
45875,SCT,OL,5
45875,SCT,PNS,1
45875,SCT,Sales,4
45875,SCT,TM,1
45875,TCM,Media,5
45875,TCM,OL,7
45875,TCM,PNS,1
45875,TCM,Sales,1
45875,TCM,TM,1
45875,TDC,Media,2
45875,TDC,OL,4
45875,TDC,Sales,4
